Movie_Name,Release_Date,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
Movie 7096,1980-11-27,A group of friends embark on an unforgettable adventure.,199.41,1498,8.2,es,"Animation, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7096.jpg
Movie 7097,1987-01-02,An action-packed mission to save the world.,972.31,4699,2.3,fr,"Drama, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7097.jpg
Movie 7098,1989-07-03,"A dramatic journey of love, loss, and redemption.",216.77,8378,3.4,ko,"Thriller, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7098.jpg
Movie 7099,1993-04-20,A group of friends embark on an unforgettable adventure.,941.91,1754,4.2,hi,"Animation, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7099.jpg
Movie 7100,1999-08-13,An action-packed mission to save the world.,538.07,12090,4.4,fr,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7100.jpg
Movie 7101,1996-02-10,An action-packed mission to save the world.,664.94,694,8.7,es,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7101.jpg
Movie 7102,2005-08-24,A group of friends embark on an unforgettable adventure.,251.27,6823,9.4,es,"Fantasy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7102.jpg
Movie 7103,1984-06-17,A hero rises to face an unexpected challenge.,192.48,15183,1.5,ja,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7103.jpg
Movie 7104,2021-06-26,A hero rises to face an unexpected challenge.,440.73,17112,1.9,de,"Drama, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7104.jpg
Movie 7105,1991-10-27,A mysterious event changes everything for a small town.,45.48,17365,7.0,en,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_7105.jpg
Movie 7106,1993-07-22,An action-packed mission to save the world.,867.17,418,8.2,ja,"Action, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7106.jpg
Movie 7107,2015-10-17,A hero rises to face an unexpected challenge.,351.34,15477,9.5,es,"Adventure, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7107.jpg
Movie 7108,2003-07-08,A thrilling story about courage and destiny.,445.56,17061,7.9,de,"Comedy, Action",https://image.tmdb.org/t/p/w500/sample_poster_7108.jpg
Movie 7109,1987-04-02,"A dramatic journey of love, loss, and redemption.",835.85,9846,1.7,de,"Thriller, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7109.jpg
Movie 7110,1998-01-11,"A dramatic journey of love, loss, and redemption.",467.36,16915,2.5,ko,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7110.jpg
Movie 7111,2001-06-09,An action-packed mission to save the world.,586.99,17573,7.5,en,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7111.jpg
Movie 7112,2022-09-27,A mysterious event changes everything for a small town.,859.07,10362,6.9,es,"Animation, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7112.jpg
Movie 7113,1998-10-17,A hero rises to face an unexpected challenge.,597.53,23,7.4,en,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7113.jpg
Movie 7114,1982-10-17,A group of friends embark on an unforgettable adventure.,44.33,18306,2.4,fr,Action,https://image.tmdb.org/t/p/w500/sample_poster_7114.jpg
Movie 7115,2009-10-17,A thrilling story about courage and destiny.,677.64,11546,5.6,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7115.jpg
Movie 7116,1991-10-17,A mysterious event changes everything for a small town.,434.38,8646,5.4,de,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7116.jpg
Movie 7117,2009-11-20,An action-packed mission to save the world.,374.24,8317,3.2,ja,"Horror, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7117.jpg
Movie 7118,1995-09-14,"A dramatic journey of love, loss, and redemption.",485.99,3808,2.7,es,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7118.jpg
Movie 7119,1994-06-27,A group of friends embark on an unforgettable adventure.,4.57,11332,6.4,fr,"Thriller, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7119.jpg
Movie 7120,1985-07-03,A mysterious event changes everything for a small town.,367.53,10201,6.2,en,"Fantasy, Action",https://image.tmdb.org/t/p/w500/sample_poster_7120.jpg
Movie 7121,2005-08-03,"A dramatic journey of love, loss, and redemption.",431.64,11165,5.3,hi,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7121.jpg
Movie 7122,1981-12-16,"A dramatic journey of love, loss, and redemption.",607.4,18890,6.2,ko,"Action, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7122.jpg
Movie 7123,2017-01-10,A group of friends embark on an unforgettable adventure.,319.26,9194,7.0,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7123.jpg
Movie 7124,2003-01-04,A mysterious event changes everything for a small town.,980.52,6763,3.2,de,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7124.jpg
Movie 7125,2010-01-19,A hero rises to face an unexpected challenge.,211.01,9753,4.6,hi,"Fantasy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7125.jpg
Movie 7126,1997-11-01,A hero rises to face an unexpected challenge.,752.56,14276,3.8,ko,Action,https://image.tmdb.org/t/p/w500/sample_poster_7126.jpg
Movie 7127,2002-04-22,A hero rises to face an unexpected challenge.,495.03,6325,2.4,it,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7127.jpg
Movie 7128,2016-05-08,"A dramatic journey of love, loss, and redemption.",714.34,3518,3.4,fr,"Adventure, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7128.jpg
Movie 7129,1997-01-05,A hero rises to face an unexpected challenge.,869.45,10730,7.0,de,"Horror, Action",https://image.tmdb.org/t/p/w500/sample_poster_7129.jpg
Movie 7130,2021-08-22,A thrilling story about courage and destiny.,254.48,4665,4.0,ja,"Adventure, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7130.jpg
Movie 7131,2004-07-03,A mysterious event changes everything for a small town.,528.83,3089,2.5,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7131.jpg
Movie 7132,2023-08-03,A mysterious event changes everything for a small town.,426.19,12426,2.1,fr,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7132.jpg
Movie 7133,2019-06-26,"A dramatic journey of love, loss, and redemption.",892.09,9238,3.1,de,"Thriller, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7133.jpg
Movie 7134,1984-09-30,A mysterious event changes everything for a small town.,804.34,11844,2.8,it,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7134.jpg
Movie 7135,2016-01-29,An action-packed mission to save the world.,817.02,11210,9.0,fr,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7135.jpg
Movie 7136,2006-04-30,A mysterious event changes everything for a small town.,432.25,14437,1.6,fr,"Romance, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7136.jpg
Movie 7137,2011-09-10,A thrilling story about courage and destiny.,771.98,3464,3.6,ja,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7137.jpg
Movie 7138,2013-12-14,A hero rises to face an unexpected challenge.,221.28,19342,8.8,es,"Action, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7138.jpg
Movie 7139,2005-01-18,A thrilling story about courage and destiny.,345.87,790,4.9,en,"Animation, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7139.jpg
Movie 7140,2012-08-09,"A dramatic journey of love, loss, and redemption.",489.14,3283,4.5,ko,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7140.jpg
Movie 7141,2016-11-10,A group of friends embark on an unforgettable adventure.,597.23,1083,8.6,de,"Horror, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7141.jpg
Movie 7142,2020-05-28,A hero rises to face an unexpected challenge.,390.58,4646,2.6,fr,"Horror, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7142.jpg
Movie 7143,1984-10-30,"A dramatic journey of love, loss, and redemption.",695.12,18413,5.7,fr,"Adventure, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7143.jpg
Movie 7144,1996-02-23,A thrilling story about courage and destiny.,333.19,9872,6.6,hi,"Adventure, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7144.jpg
Movie 7145,1989-04-03,A group of friends embark on an unforgettable adventure.,559.75,3645,5.4,ko,"Fantasy, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7145.jpg
Movie 7146,2000-03-02,A hero rises to face an unexpected challenge.,753.79,5805,6.8,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7146.jpg
Movie 7147,1990-04-09,A mysterious event changes everything for a small town.,176.62,8543,3.3,ko,Action,https://image.tmdb.org/t/p/w500/sample_poster_7147.jpg
Movie 7148,2022-10-16,A group of friends embark on an unforgettable adventure.,751.05,13179,7.3,ja,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7148.jpg
Movie 7149,2009-05-16,An action-packed mission to save the world.,709.0,9465,1.7,de,"Fantasy, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7149.jpg
Movie 7150,2023-10-20,A mysterious event changes everything for a small town.,334.7,5796,6.0,ja,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7150.jpg
Movie 7151,2015-09-25,A hero rises to face an unexpected challenge.,389.84,2699,9.6,hi,"Fantasy, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7151.jpg
Movie 7152,2020-09-03,A hero rises to face an unexpected challenge.,434.57,16759,1.3,hi,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_7152.jpg
Movie 7153,1996-11-01,A hero rises to face an unexpected challenge.,779.72,16602,2.6,hi,"Romance, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7153.jpg
Movie 7154,2004-11-28,A thrilling story about courage and destiny.,1.49,614,8.7,ja,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7154.jpg
Movie 7155,1987-06-15,"A dramatic journey of love, loss, and redemption.",916.87,18056,2.1,ja,"Sci-Fi, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7155.jpg
Movie 7156,2017-05-21,A mysterious event changes everything for a small town.,713.8,14814,4.3,it,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7156.jpg
Movie 7157,1996-03-09,An action-packed mission to save the world.,768.29,6704,1.7,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7157.jpg
Movie 7158,1981-07-06,A hero rises to face an unexpected challenge.,18.63,10185,8.2,es,"Animation, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7158.jpg
Movie 7159,1985-06-14,A mysterious event changes everything for a small town.,427.54,1207,8.1,de,"Comedy, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7159.jpg
Movie 7160,2011-01-27,An action-packed mission to save the world.,298.96,1319,7.6,fr,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7160.jpg
Movie 7161,2016-08-10,A group of friends embark on an unforgettable adventure.,131.03,18784,4.7,it,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7161.jpg
Movie 7162,2023-05-08,A group of friends embark on an unforgettable adventure.,513.43,2790,2.5,de,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7162.jpg
Movie 7163,2014-04-19,A hero rises to face an unexpected challenge.,380.22,11855,7.2,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7163.jpg
Movie 7164,2023-03-11,A mysterious event changes everything for a small town.,819.25,16201,9.8,en,"Animation, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7164.jpg
Movie 7165,1988-02-10,"A dramatic journey of love, loss, and redemption.",946.02,4173,6.0,es,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_7165.jpg
Movie 7166,1987-09-10,A group of friends embark on an unforgettable adventure.,426.5,6103,2.6,ja,"Romance, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7166.jpg
Movie 7167,1991-12-04,A mysterious event changes everything for a small town.,355.61,10897,5.0,ja,"Adventure, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7167.jpg
Movie 7168,2009-07-05,A mysterious event changes everything for a small town.,296.37,3184,5.4,en,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7168.jpg
Movie 7169,1994-07-18,A group of friends embark on an unforgettable adventure.,946.42,19126,2.9,it,"Adventure, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7169.jpg
Movie 7170,1985-06-02,A hero rises to face an unexpected challenge.,781.77,8523,3.2,fr,Horror,https://image.tmdb.org/t/p/w500/sample_poster_7170.jpg
Movie 7171,2005-03-05,A hero rises to face an unexpected challenge.,894.51,6692,6.7,fr,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7171.jpg
Movie 7172,1982-05-05,A thrilling story about courage and destiny.,38.75,11480,9.8,hi,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_7172.jpg
Movie 7173,1991-09-13,A hero rises to face an unexpected challenge.,893.25,17135,3.1,hi,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7173.jpg
Movie 7174,1984-03-01,A thrilling story about courage and destiny.,580.44,7368,5.6,ko,"Fantasy, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7174.jpg
Movie 7175,1980-07-20,A thrilling story about courage and destiny.,259.33,19992,2.5,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7175.jpg
Movie 7176,1986-08-06,A hero rises to face an unexpected challenge.,547.06,2037,9.0,ja,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7176.jpg
Movie 7177,1997-11-01,An action-packed mission to save the world.,889.87,9897,9.0,it,"Drama, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7177.jpg
Movie 7178,2013-06-10,"A dramatic journey of love, loss, and redemption.",825.24,16572,2.2,en,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7178.jpg
Movie 7179,1992-03-31,A thrilling story about courage and destiny.,769.31,16981,4.6,ja,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_7179.jpg
Movie 7180,2021-03-27,A mysterious event changes everything for a small town.,166.42,9223,3.8,ja,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_7180.jpg
Movie 7181,2009-11-28,"A dramatic journey of love, loss, and redemption.",472.86,2635,6.4,ko,"Romance, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7181.jpg
Movie 7182,1992-02-20,"A dramatic journey of love, loss, and redemption.",228.07,3439,8.8,hi,"Drama, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7182.jpg
Movie 7183,1985-07-01,"A dramatic journey of love, loss, and redemption.",434.62,8178,9.6,de,"Action, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7183.jpg
Movie 7184,1990-07-24,"A dramatic journey of love, loss, and redemption.",527.62,6589,8.4,es,"Romance, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7184.jpg
Movie 7185,1989-06-10,A hero rises to face an unexpected challenge.,340.28,5820,6.6,es,"Romance, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7185.jpg
Movie 7186,2008-08-31,A mysterious event changes everything for a small town.,601.24,4746,6.8,fr,"Adventure, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7186.jpg
Movie 7187,1984-01-28,An action-packed mission to save the world.,763.55,2303,8.4,ja,"Adventure, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7187.jpg
Movie 7188,1991-06-10,A thrilling story about courage and destiny.,352.84,16404,7.0,en,"Horror, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7188.jpg
Movie 7189,1998-10-22,A group of friends embark on an unforgettable adventure.,262.85,7161,5.0,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7189.jpg
Movie 7190,2006-09-08,An action-packed mission to save the world.,557.61,19891,1.6,de,"Thriller, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7190.jpg
Movie 7191,1988-09-20,A mysterious event changes everything for a small town.,593.08,939,4.1,es,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_7191.jpg
Movie 7192,2017-08-02,A mysterious event changes everything for a small town.,8.58,1717,7.4,ja,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7192.jpg
Movie 7193,2000-02-13,A thrilling story about courage and destiny.,356.47,13435,6.9,de,Action,https://image.tmdb.org/t/p/w500/sample_poster_7193.jpg
Movie 7194,1986-11-14,A thrilling story about courage and destiny.,306.16,8344,6.2,ja,"Adventure, Action",https://image.tmdb.org/t/p/w500/sample_poster_7194.jpg
Movie 7195,2019-09-04,A mysterious event changes everything for a small town.,919.09,13949,8.0,hi,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7195.jpg
Movie 7196,2012-10-24,A group of friends embark on an unforgettable adventure.,756.62,4962,7.6,ja,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_7196.jpg
Movie 7197,2000-10-05,A hero rises to face an unexpected challenge.,577.95,16958,5.2,es,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7197.jpg
Movie 7198,1987-08-05,An action-packed mission to save the world.,246.81,16267,6.0,de,"Thriller, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7198.jpg
Movie 7199,2014-08-09,An action-packed mission to save the world.,96.83,2393,2.3,ko,"Fantasy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7199.jpg
Movie 7200,2019-04-07,"A dramatic journey of love, loss, and redemption.",905.36,18044,4.6,de,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7200.jpg
Movie 7201,2002-08-22,An action-packed mission to save the world.,901.47,11987,3.5,it,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7201.jpg
Movie 7202,2016-06-26,An action-packed mission to save the world.,645.16,18678,5.1,es,Action,https://image.tmdb.org/t/p/w500/sample_poster_7202.jpg
Movie 7203,2001-11-04,A mysterious event changes everything for a small town.,852.06,13367,8.1,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7203.jpg
Movie 7204,2015-09-27,A hero rises to face an unexpected challenge.,353.07,8198,4.8,hi,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_7204.jpg
Movie 7205,1994-05-29,A hero rises to face an unexpected challenge.,946.86,11859,8.5,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7205.jpg
Movie 7206,1985-11-27,A thrilling story about courage and destiny.,800.74,1026,7.8,ko,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7206.jpg
Movie 7207,1981-12-24,A mysterious event changes everything for a small town.,553.95,12676,7.6,hi,"Thriller, Action",https://image.tmdb.org/t/p/w500/sample_poster_7207.jpg
Movie 7208,2018-02-27,A group of friends embark on an unforgettable adventure.,940.48,16675,9.8,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7208.jpg
Movie 7209,1984-03-06,A mysterious event changes everything for a small town.,12.57,19114,7.2,en,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7209.jpg
Movie 7210,2012-05-17,"A dramatic journey of love, loss, and redemption.",153.69,17187,1.8,en,Action,https://image.tmdb.org/t/p/w500/sample_poster_7210.jpg
Movie 7211,1991-03-03,A group of friends embark on an unforgettable adventure.,342.34,10957,7.9,ko,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_7211.jpg
Movie 7212,2002-01-04,An action-packed mission to save the world.,995.76,19302,3.2,ko,"Romance, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7212.jpg
Movie 7213,2020-03-26,A group of friends embark on an unforgettable adventure.,112.64,1919,5.1,fr,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_7213.jpg
Movie 7214,1989-10-27,A thrilling story about courage and destiny.,780.42,10286,4.2,hi,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_7214.jpg
Movie 7215,1987-05-04,A mysterious event changes everything for a small town.,582.87,7299,4.0,ja,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7215.jpg
Movie 7216,1990-02-08,A thrilling story about courage and destiny.,954.71,16672,6.5,es,"Thriller, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7216.jpg
Movie 7217,1984-04-17,"A dramatic journey of love, loss, and redemption.",486.01,4912,1.9,fr,"Adventure, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7217.jpg
Movie 7218,1992-05-04,"A dramatic journey of love, loss, and redemption.",165.86,684,3.7,ja,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_7218.jpg
Movie 7219,1984-03-31,A group of friends embark on an unforgettable adventure.,584.96,3198,9.9,fr,"Drama, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7219.jpg
Movie 7220,2018-11-13,A thrilling story about courage and destiny.,885.18,4584,6.6,de,"Fantasy, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7220.jpg
Movie 7221,1994-09-14,A group of friends embark on an unforgettable adventure.,841.29,9437,8.4,fr,Action,https://image.tmdb.org/t/p/w500/sample_poster_7221.jpg
Movie 7222,1999-08-11,"A dramatic journey of love, loss, and redemption.",479.69,16486,6.2,it,"Drama, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7222.jpg
Movie 7223,1990-04-30,A hero rises to face an unexpected challenge.,597.33,4248,7.2,es,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7223.jpg
Movie 7224,2001-05-04,An action-packed mission to save the world.,175.59,5369,4.3,ko,"Thriller, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7224.jpg
Movie 7225,2009-02-26,A thrilling story about courage and destiny.,887.51,19958,7.6,en,"Fantasy, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7225.jpg
Movie 7226,2009-09-16,A mysterious event changes everything for a small town.,998.94,3845,7.8,es,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7226.jpg
Movie 7227,2021-12-12,An action-packed mission to save the world.,594.88,2147,6.7,en,"Action, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7227.jpg
Movie 7228,1990-03-20,A mysterious event changes everything for a small town.,27.81,19864,8.8,ko,"Sci-Fi, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7228.jpg
Movie 7229,1992-01-23,A group of friends embark on an unforgettable adventure.,895.03,666,2.6,es,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7229.jpg
Movie 7230,1984-01-18,"A dramatic journey of love, loss, and redemption.",67.18,4886,5.3,it,"Comedy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7230.jpg
Movie 7231,1988-01-06,"A dramatic journey of love, loss, and redemption.",595.86,2363,1.6,ko,"Action, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_7231.jpg
Movie 7232,2001-05-28,A group of friends embark on an unforgettable adventure.,838.46,11001,5.6,de,"Thriller, Action",https://image.tmdb.org/t/p/w500/sample_poster_7232.jpg
Movie 7233,2006-01-17,A mysterious event changes everything for a small town.,657.34,6899,1.7,fr,"Romance, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7233.jpg
Movie 7234,2005-05-15,An action-packed mission to save the world.,997.76,18602,4.7,ja,"Drama, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7234.jpg
Movie 7235,2007-01-18,A group of friends embark on an unforgettable adventure.,143.73,12260,5.1,en,"Adventure, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7235.jpg
Movie 7236,2002-08-10,"A dramatic journey of love, loss, and redemption.",102.03,19392,6.8,de,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_7236.jpg
Movie 7237,2019-03-15,A group of friends embark on an unforgettable adventure.,960.2,14894,1.6,de,"Fantasy, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7237.jpg
Movie 7238,2008-08-10,A group of friends embark on an unforgettable adventure.,788.75,10045,4.5,es,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7238.jpg
Movie 7239,2020-10-20,A mysterious event changes everything for a small town.,133.45,1299,6.3,es,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7239.jpg
Movie 7240,1988-05-05,A group of friends embark on an unforgettable adventure.,70.01,9498,4.6,it,Drama,https://image.tmdb.org/t/p/w500/sample_poster_7240.jpg
Movie 7241,1990-02-08,A thrilling story about courage and destiny.,202.33,5711,1.1,fr,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7241.jpg
Movie 7242,1991-04-09,"A dramatic journey of love, loss, and redemption.",414.18,9997,5.2,ko,"Fantasy, Action",https://image.tmdb.org/t/p/w500/sample_poster_7242.jpg
Movie 7243,1990-08-26,A thrilling story about courage and destiny.,227.17,17588,6.8,ko,"Comedy, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_7243.jpg
Movie 7244,1984-08-02,A group of friends embark on an unforgettable adventure.,370.91,1035,9.7,ja,"Animation, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_7244.jpg
Movie 7245,2012-01-05,"A dramatic journey of love, loss, and redemption.",604.25,16027,8.5,ja,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7245.jpg
Movie 7246,2001-04-22,A group of friends embark on an unforgettable adventure.,409.34,7613,2.9,ja,"Animation, Action",https://image.tmdb.org/t/p/w500/sample_poster_7246.jpg
Movie 7247,2023-06-09,A hero rises to face an unexpected challenge.,2.04,10989,1.5,it,Animation,https://image.tmdb.org/t/p/w500/sample_poster_7247.jpg
Movie 7248,1986-01-01,A thrilling story about courage and destiny.,688.06,15456,7.5,ja,"Romance, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7248.jpg
Movie 7249,1987-09-26,"A dramatic journey of love, loss, and redemption.",255.9,2823,2.6,fr,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_7249.jpg
Movie 7250,2004-06-25,A hero rises to face an unexpected challenge.,334.3,7912,2.8,ja,"Sci-Fi, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_7250.jpg
Movie 7251,1984-09-16,"A dramatic journey of love, loss, and redemption.",936.34,11428,7.1,fr,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7251.jpg
Movie 7252,1986-10-06,An action-packed mission to save the world.,283.79,6381,5.8,es,"Animation, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_7252.jpg
Movie 7253,1992-03-31,A thrilling story about courage and destiny.,498.29,15284,7.6,ko,"Action, Romance",https://image.tmdb.org/t/p/w500/sample_poster_7253.jpg
Movie 7254,2023-03-12,A mysterious event changes everything for a small town.,221.19,18555,4.0,es,Action,https://image.tmdb.org/t/p/w500/sample_poster_7254.jpg
Movie 7255,2022-03-25,A mysterious event changes everything for a small town.,183.47,1086,9.3,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7255.jpg
Movie 7256,1988-01-27,A group of friends embark on an unforgettable adventure.,259.68,7559,7.0,fr,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_7256.jpg
Movie 7257,1995-11-05,A thrilling story about courage and destiny.,197.45,1019,2.2,it,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_7257.jpg
Movie 7258,2012-08-23,A mysterious event changes everything for a small town.,81.54,15040,7.0,hi,Action,https://image.tmdb.org/t/p/w500/sample_poster_7258.jpg
Movie 7259,1983-06-05,A hero rises to face an unexpected challenge.,244.93,7177,9.5,en,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_7259.jpg
Movie 7260,1983-08-13,An action-packed mission to save the world.,118.29,19811,6.3,ko,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7260.jpg
Movie 7261,1987-07-09,A hero rises to face an unexpected challenge.,802.35,7021,2.9,es,Romance,https://image.tmdb.org/t/p/w500/sample_poster_7261.jpg
Movie 7262,2023-01-11,A mysterious event changes everything for a small town.,720.31,9538,7.4,en,"Comedy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_7262.jpg
